"Name","Extension","Size","LastWriteTime","FullName"
"$RTNB61R.ps1",".ps1","5308","2026-01-15T19:29:55.8426264-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RTNB61R.ps1"
"$RYPXMGT.py",".py","5263","2026-01-23T20:13:27.9768772-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RYPXMGT.py"
"$RNJ9LU6.ps1",".ps1","5206","2026-01-15T05:42:52.2864438-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RNJ9LU6.ps1"
"$RX4DCYM.md",".md","5116","2026-01-23T11:19:08.0137819-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RX4DCYM.md"
"$RLQ9V91.ps1",".ps1","5091","2026-01-15T23:21:23.7593048-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RLQ9V91.ps1"
"$RILK9Q3.ps1",".ps1","5063","2026-01-16T20:26:46.1747544-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RILK9Q3.ps1"
"$RX9Q653.ps1",".ps1","5050","2026-01-18T06:31:18.2865443-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RX9Q653.ps1"
"$RM537E2.ps1",".ps1","4968","2026-01-15T23:26:19.2295639-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RM537E2.ps1"
"$R22CYSP.json",".json","4826","2026-01-15T23:24:02.2342394-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R22CYSP.json"
"$R5MS5VP.json",".json","4791","2026-01-18T13:52:32.6683886-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R5MS5VP.json"
"$R3M3BIB.ps1",".ps1","4785","2026-01-18T01:23:02.7301369-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R3M3BIB.ps1"
"$RK3SHNO.md",".md","4696","2026-01-18T13:51:11.9310825-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RK3SHNO.md"
"$RHLFRGU.py",".py","4688","2026-01-23T23:00:26.7249380-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RHLFRGU.py"
"$RNHTQCO.md",".md","4661","2026-01-18T13:51:00.9576304-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RNHTQCO.md"
"$RNF5OPU.ps1",".ps1","4643","2026-01-23T11:39:49.3466644-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RNF5OPU.ps1"
"$RUKINRM.py",".py","4526","2026-01-23T23:01:26.4421245-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RUKINRM.py"
"$RNGPZPA.py",".py","4521","2026-01-23T11:39:49.8191826-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RNGPZPA.py"
"$RME90SI.md",".md","4470","2026-01-16T07:07:19.3872078-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RME90SI.md"
"$RFHHPKH.md",".md","4459","2026-01-23T11:21:53.9630886-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RFHHPKH.md"
"$R89IFMJ.py",".py","4455","2026-01-23T20:11:52.0876726-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R89IFMJ.py"
"$R91JX7Z.json",".json","4440","2026-01-15T22:27:31.2965176-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R91JX7Z.json"
"$RLLASR7.json",".json","4417","2026-01-15T16:01:21.9845021-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RLLASR7.json"
"$RCJ0L0D.json",".json","4417","2026-01-15T16:01:40.5630100-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RCJ0L0D.json"
"$R8SGJ9G.py",".py","4365","2026-01-23T11:39:49.8533933-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R8SGJ9G.py"
"$R923V9R.ps1",".ps1","4211","2026-01-17T00:14:43.5152328-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R923V9R.ps1"
"$R6SPSW1.chpl",".chpl","4194","2026-01-18T05:56:27.6404466-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R6SPSW1.chpl"
"$ROJ68UB.ps1",".ps1","4173","2026-01-15T05:39:17.6541247-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ROJ68UB.ps1"
"$R17NN0L.py",".py","4172","2026-01-24T00:22:26.1306873-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R17NN0L.py"
"$RVGTC71.chpl",".chpl","4167","2026-01-18T05:47:50.5246393-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RVGTC71.chpl"
"$RLGV505.json",".json","4154","2026-01-15T22:21:13.6691707-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RLGV505.json"
"$R01NIUR.py",".py","4112","2026-01-23T11:39:49.6802277-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R01NIUR.py"
"$RMBBFJV.json",".json","4093","2026-01-15T16:30:36.2153515-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RMBBFJV.json"
"$RAH86H1.ps1",".ps1","4059","2026-01-17T00:14:43.5152328-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RAH86H1.ps1"
"$RYP3HKI.json",".json","4048","2026-01-15T23:03:04.9422588-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RYP3HKI.json"
"$R8MNM8U.json",".json","4028","2026-01-15T22:20:45.0362252-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R8MNM8U.json"
"$R66L8J0.ps1",".ps1","3998","2026-01-16T20:35:25.3021379-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R66L8J0.ps1"
"$RPN1JL6.md",".md","3963","2026-01-18T13:50:41.0096211-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RPN1JL6.md"
"$R5JOPYH.py",".py","3899","2026-01-23T20:09:43.3022158-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R5JOPYH.py"
"$RC5PE02.py",".py","3847","2026-01-23T19:53:55.8154372-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RC5PE02.py"
"$RJ49RBU.json",".json","3813","2026-01-15T22:18:34.8248111-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RJ49RBU.json"
"$RGXEV3W.patch",".patch","3806","2026-01-23T11:39:49.8208119-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RGXEV3W.patch"
"$RRECN8D.ps1",".ps1","3751","2026-01-18T05:42:19.8822346-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RRECN8D.ps1"
"$R4XDRPK.py",".py","3721","2026-01-23T20:11:39.6350931-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R4XDRPK.py"
"$RF063NK.ps1",".ps1","3682","2026-01-16T18:54:14.4589109-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RF063NK.ps1"
"$RHY1MTA.md",".md","3642","2026-01-16T07:58:55.9424921-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RHY1MTA.md"
"$RVXY8IS.json",".json","3637","2026-01-15T11:26:45.1859081-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RVXY8IS.json"
"$RMWQNV3.json",".json","3572","2026-01-15T18:22:36.3817647-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RMWQNV3.json"
"$RSIVDNF.py",".py","3560","2026-01-17T20:53:23.6632237-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RSIVDNF.py"
"$R1OLRF4.bat",".bat","3558","2026-01-18T01:22:21.7904488-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R1OLRF4.bat"
"$RUX8BX5.py",".py","3389","2026-01-23T11:39:49.7514251-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RUX8BX5.py"
"$RI6DSMI.ps1",".ps1","3347","2026-01-18T05:37:14.7975550-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RI6DSMI.ps1"
"$RL3456C.json",".json","3331","2026-01-15T22:21:27.2533160-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RL3456C.json"
"$RNGVAHN.json",".json","3299","2026-01-15T23:03:20.8021929-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RNGVAHN.json"
"$R2ACJ65.ps1",".ps1","3179","2026-01-18T05:38:15.4814570-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R2ACJ65.ps1"
"$RBUISFP.bat",".bat","3170","2026-01-23T11:39:49.3452151-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RBUISFP.bat"
"$RJVYKDX.py",".py","3165","2026-01-23T19:52:46.9850554-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RJVYKDX.py"
"$R07RQQ0.md",".md","3074","2026-01-16T18:54:11.4373875-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R07RQQ0.md"
"$R78FF55.json",".json","3069","2026-01-15T22:20:59.8949975-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R78FF55.json"
"$ROJXO7M.py",".py","3061","2026-01-24T00:30:59.5081836-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ROJXO7M.py"
"$RTW41RP.o",".o","3016","2026-01-15T15:59:42.7531535-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RTW41RP.o"
"$ROK09L1.json",".json","3012","2026-01-15T22:19:19.0451663-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ROK09L1.json"
"$RPZ8DU7.ps1",".ps1","2992","2026-01-18T05:37:31.8085862-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RPZ8DU7.ps1"
"$RYZOUCW.py",".py","2975","2026-01-17T20:54:12.0482406-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RYZOUCW.py"
"$RJJY2Y9.ps1",".ps1","2969","2026-01-24T00:01:48.8057053-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RJJY2Y9.ps1"
"$R1WOG3Z.json",".json","2942","2026-01-15T18:22:25.7517226-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R1WOG3Z.json"
"$R18TO8H.chpl",".chpl","2940","2026-01-18T05:56:36.1722709-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R18TO8H.chpl"
"$RJ8A76C.jsonl",".jsonl","2935","2026-01-15T18:22:34.8797882-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RJ8A76C.jsonl"
"$R63J5LT.py",".py","2921","2026-01-23T23:39:54.1151427-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R63J5LT.py"
"$R1WWB5Z.py",".py","2871","2026-01-23T23:40:07.7105688-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R1WWB5Z.py"
"$RFWSA3Y.py",".py","2852","2026-01-23T11:39:49.6852186-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RFWSA3Y.py"
"$RAWF3DM.py",".py","2832","2026-01-23T19:56:12.3765652-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RAWF3DM.py"
"$RXV8UEL.json",".json","2785","2026-01-15T22:21:39.1723153-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RXV8UEL.json"
"$RBNB1DR.bat",".bat","2749","2026-01-18T01:20:21.6596640-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RBNB1DR.bat"
"$RIVWNA3.ps1",".ps1","2745","2026-01-15T22:55:31.9629027-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RIVWNA3.ps1"
"$RCY7GNG.ps1",".ps1","2624","2026-01-15T23:18:51.9622709-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RCY7GNG.ps1"
"$RMC85YS.md",".md","2607","2026-01-23T23:41:47.3980624-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RMC85YS.md"
"$RT07YC4.md",".md","2603","2026-01-16T17:27:19.6715403-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RT07YC4.md"
"$RNFDJBY.json",".json","2590","2026-01-18T13:50:16.3685818-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RNFDJBY.json"
"$RKRZ3G8.json",".json","2581","2026-01-15T22:18:49.4251272-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RKRZ3G8.json"
"$RBYOJBN.json",".json","2548","2026-01-15T22:18:23.0294660-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RBYOJBN.json"
"$RIZOMJ0.sh",".sh","2454","2026-01-16T16:05:14.0364930-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RIZOMJ0.sh"
"$RE62MGS.ps1",".ps1","2394","2026-01-24T00:18:11.3204505-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RE62MGS.ps1"
"$R2XTOB4.ps1",".ps1","2381","2026-01-18T05:35:39.7706725-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R2XTOB4.ps1"
"$RMO4WR2.ps1",".ps1","2344","2026-01-16T02:45:39.6472987-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RMO4WR2.ps1"
"$RJUK3OR.ps1",".ps1","2280","2026-01-13T01:09:15.6797306-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RJUK3OR.ps1"
"$RMSN3U7.py",".py","2232","2026-01-24T00:37:02.8212322-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RMSN3U7.py"
"$RSDJO8T.sh",".sh","2226","2026-01-16T07:10:07.6648649-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RSDJO8T.sh"
"$R5SN855.py",".py","2207","2026-01-16T05:56:00.1127471-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R5SN855.py"
"$RAMNTGV.chpl",".chpl","2120","2026-01-18T06:05:24.4395403-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RAMNTGV.chpl"
"$R6HLTYP.ps1",".ps1","2108","2026-01-15T14:31:06.8428081-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R6HLTYP.ps1"
"$RSSRXQ2.json",".json","2106","2026-01-15T23:14:22.6477311-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RSSRXQ2.json"
"$RWV8ECR.toml",".toml","2062","2026-01-23T20:25:52.7137432-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RWV8ECR.toml"
"$RPO7Z0W.ps1",".ps1","2056","2026-01-18T01:02:04.0249763-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RPO7Z0W.ps1"
"$RTGARUK.md",".md","2028","2026-01-18T09:46:58.3598347-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RTGARUK.md"
"$RAHL8K6.ps1",".ps1","1928","2026-01-18T01:20:21.6596640-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RAHL8K6.ps1"
"$RAKR2CP.ps1",".ps1","1814","2026-01-24T00:37:22.4406294-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RAKR2CP.ps1"
"$R1MBCUE.md",".md","1810","2026-01-18T01:18:42.9461263-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R1MBCUE.md"
"$RQIE4W7.py",".py","1770","2026-01-13T02:52:40.9193231-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RQIE4W7.py"
"$RK5N2WS.py",".py","1770","2026-01-17T00:40:16.3344199-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RK5N2WS.py"
"$RSQHETJ.ps1",".ps1","1766","2026-01-24T00:37:22.4406294-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RSQHETJ.ps1"
"$R8D1BPB.ps1",".ps1","1735","2026-01-17T00:13:30.4418322-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R8D1BPB.ps1"
"$RZAXA39.md",".md","1681","2026-01-15T11:26:45.1859081-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RZAXA39.md"
"$RWKS4II.md",".md","1655","2026-01-16T17:27:19.6715403-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RWKS4II.md"
"$RK69OA4.cursorrules",".cursorrules","1637","2026-01-13T06:05:41.3135659-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RK69OA4.cursorrules"
"$RDZZOD5.ps1",".ps1","1594","2026-01-15T22:52:10.3996454-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RDZZOD5.ps1"
"$RZ4M71C.json",".json","1586","2026-01-15T23:24:08.3245964-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RZ4M71C.json"
"$R8541W2","","1569","2026-01-16T16:05:14.0977458-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R8541W2"
"$RJX4OS1.gitattributes",".gitattributes","1554","2026-01-16T05:54:29.1804405-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RJX4OS1.gitattributes"
"$RWUIEY6.ps1",".ps1","1545","2026-01-24T00:38:55.7058642-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RWUIEY6.ps1"
"$R6OHTBG.chpl",".chpl","1499","2026-01-18T05:56:20.3913911-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R6OHTBG.chpl"
"$RZ4D6TF.csv",".csv","1486","2026-01-15T18:22:29.1847167-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RZ4D6TF.csv"
"$RLAQ4EI.chpl",".chpl","1482","2026-01-16T08:39:07.9047195-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RLAQ4EI.chpl"
"$RS5LF6U.bat",".bat","1461","2026-01-23T11:39:49.7900843-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RS5LF6U.bat"
"$RXB9M54.json",".json","1459","2026-01-15T23:24:03.0689864-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RXB9M54.json"
"$RNNKU0Z.bat",".bat","1458","2026-01-23T11:39:49.6873836-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RNNKU0Z.bat"
"$RNBJ38J.yml",".yml","1420","2026-01-16T16:05:14.0364930-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RNBJ38J.yml"
"$RA7SXLH.jl",".jl","1410","2026-01-18T16:41:42.3910522-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RA7SXLH.jl"
"$RI1N5B0.py",".py","1401","2026-01-16T05:51:23.6660262-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RI1N5B0.py"
"$R5ESP46.bat",".bat","1381","2026-01-18T01:18:42.9461263-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R5ESP46.bat"
"$ROGRBU9.json",".json","1370","2026-01-24T00:48:12.8122514-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ROGRBU9.json"
"$RZXFLM9.py",".py","1346","2026-01-23T20:07:22.7827063-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RZXFLM9.py"
"$RGNGWZD.py",".py","1331","2026-01-16T05:55:09.5355593-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RGNGWZD.py"
"$R8CH7EE.md",".md","1328","2026-01-16T16:55:01.1859229-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R8CH7EE.md"
"$RZ5F4KR.md",".md","1322","2026-01-18T09:46:58.3665590-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RZ5F4KR.md"
"$RUGQ3BS.chpl",".chpl","1302","2026-01-18T05:49:10.0039560-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RUGQ3BS.chpl"
"$RR61179.chpl",".chpl","1298","2026-01-18T05:56:16.2384456-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RR61179.chpl"
"$RI04IY4.ps1",".ps1","1275","2026-01-23T19:48:16.9118212-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RI04IY4.ps1"
"$R3KQHPC.md",".md","1255","2026-01-18T05:07:52.4893964-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R3KQHPC.md"
"$R9QEKKA.log",".log","1235","2026-01-15T10:46:05.3966703-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R9QEKKA.log"
"$ROJ1ZCC.log",".log","1235","2026-01-15T10:45:56.8284230-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ROJ1ZCC.log"
"$RIFWV3T.log",".log","1235","2026-01-15T10:34:45.1302335-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RIFWV3T.log"
"$R57DNWC.log",".log","1235","2026-01-15T10:19:41.0386947-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R57DNWC.log"
"$RH1KGIW.json",".json","1213","2026-01-15T23:24:08.3273583-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RH1KGIW.json"
"$R2LUAPE.py",".py","1175","2026-01-17T00:40:16.3222880-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R2LUAPE.py"
"$R8CZQ94.py",".py","1175","2026-01-13T02:52:40.9067760-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R8CZQ94.py"
"$RPEURZI.bat",".bat","1173","2026-01-23T11:39:49.7910935-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RPEURZI.bat"
"$R1X4VAG.json",".json","1156","2026-01-15T23:24:08.3262829-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R1X4VAG.json"
"$RSXICEJ.md",".md","1153","2026-01-18T09:46:57.0641198-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RSXICEJ.md"
"$RHNBL38.py",".py","1151","2026-01-16T05:51:38.2600725-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RHNBL38.py"
"$RLVBDQ9.py",".py","1148","2026-01-16T05:42:03.8564392-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RLVBDQ9.py"
"$RSXWAIT.ps1",".ps1","1133","2026-01-18T05:07:53.4336015-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RSXWAIT.ps1"
"$R0N56WZ.csv",".csv","1098","2026-01-15T18:22:30.9543766-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R0N56WZ.csv"
"$RYW67AK.py",".py","912","2026-01-16T06:25:44.3769487-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RYW67AK.py"
"$R4L81C8.chpl",".chpl","911","2026-01-18T06:03:00.6186116-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R4L81C8.chpl"
"$R8X6FZB.csv",".csv","887","2026-01-15T18:22:27.2670779-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R8X6FZB.csv"
"$ROBEPQL.bat",".bat","857","2026-01-18T01:18:42.9461263-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ROBEPQL.bat"
"$R389W5Z","","847","2026-01-16T16:05:14.0364930-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R389W5Z"
"$RYX4CIS.chpl",".chpl","816","2026-01-18T06:03:20.0113561-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RYX4CIS.chpl"
"$R97OUH1.md",".md","812","2026-01-18T16:58:07.4298340-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R97OUH1.md"
"$RT9CMYJ.md",".md","788","2026-01-16T08:15:01.3889530-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RT9CMYJ.md"
"$ROUJEMT.py",".py","786","2026-01-16T05:53:08.5245107-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$ROUJEMT.py"
"$R1Z386U.json",".json","769","2026-01-15T23:23:54.9537505-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R1Z386U.json"
"$RXSS7E7.ps1",".ps1","685","2026-01-18T01:02:04.0249763-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$RXSS7E7.ps1"
"$R3HFQFV.txt",".txt","673","2026-01-17T20:54:50.5650184-06:00","D:\$RECYCLE.BIN\S-1-5-21-741873480-958676864-519521001-1001\$R3HFQFV.txt"
